model_id,game,target_mode,draw_id,position,candidate,probability_mean,probability_sd,hdi_low,hdi_high,posterior_draw_count,protocol_hash,execution_fingerprint
pp-multinomial-dglm,numbers4,dynamic_multinomial,next-81,1,0,0.023515666239422316,0.013114893013098773,0.007124006742667393,0.04742692045810699,16,5bebf958d30990ab1cc03d66f94cbd47e4a03f6dea81e0b7fbc545a1181d5ba4,7099352640841453cdad92f1040edfbf86dfcf9c850fe3c83467bd3e84468d31
pp-multinomial-dglm,numbers4,dynamic_multinomial,next-81,1,1,0.055954666732967055,0.030801647919064715,0.019518684557213478,0.11947078055394553,16,5bebf958d30990ab1cc03d66f94cbd47e4a03f6dea81e0b7fbc545a1181d5ba4,7099352640841453cdad92f1040edfbf86dfcf9c850fe3c83467bd3e84468d31
pp-multinomial-dglm,numbers4,dynamic_multinomial,next-81,1,2,0.11532295111766154,0.045513636434555846,0.05304298755386921,0.1924575829610784,16,5bebf958d30990ab1cc03d66f94cbd47e4a03f6dea81e0b7fbc545a1181d5ba4,7099352640841453cdad92f1040edfbf86dfcf9c850fe3c83467bd3e84468d31
pp-multinomial-dglm,numbers4,dynamic_multinomial,next-81,1,3,0.11032152687352577,0.05825702012627158,0.03517371423733623,0.24699314196287214,16,5bebf958d30990ab1cc03d66f94cbd47e4a03f6dea81e0b7fbc545a1181d5ba4,7099352640841453cdad92f1040edfbf86dfcf9c850fe3c83467bd3e84468d31
pp-multinomial-dglm,numbers4,dynamic_multinomial,next-81,1,4,0.09240573286444788,0.04879074651224091,0.028509196138398977,0.17521554480676543,16,5bebf958d30990ab1cc03d66f94cbd47e4a03f6dea81e0b7fbc545a1181d5ba4,7099352640841453cdad92f1040edfbf86dfcf9c850fe3c83467bd3e84468d31
pp-multinomial-dglm,numbers4,dynamic_multinomial,next-81,1,5,0.07076640591361635,0.03349411058237336,0.033465398411218664,0.13157546833703154,16,5bebf958d30990ab1cc03d66f94cbd47e4a03f6dea81e0b7fbc545a1181d5ba4,7099352640841453cdad92f1040edfbf86dfcf9c850fe3c83467bd3e84468d31
pp-multinomial-dglm,numbers4,dynamic_multinomial,next-81,1,6,0.08141705822629489,0.030968653681879513,0.03442223067667695,0.1377557453901054,16,5bebf958d30990ab1cc03d66f94cbd47e4a03f6dea81e0b7fbc545a1181d5ba4,7099352640841453cdad92f1040edfbf86dfcf9c850fe3c83467bd3e84468d31
pp-multinomial-dglm,numbers4,dynamic_multinomial,next-81,1,7,0.22405975178695703,0.10310928649483934,0.07624967432619222,0.4045151343441278,16,5bebf958d30990ab1cc03d66f94cbd47e4a03f6dea81e0b7fbc545a1181d5ba4,7099352640841453cdad92f1040edfbf86dfcf9c850fe3c83467bd3e84468d31
pp-multinomial-dglm,numbers4,dynamic_multinomial,next-81,1,8,0.18339101606763758,0.09650204283813665,0.0891521384138249,0.36400079317370015,16,5bebf958d30990ab1cc03d66f94cbd47e4a03f6dea81e0b7fbc545a1181d5ba4,7099352640841453cdad92f1040edfbf86dfcf9c850fe3c83467bd3e84468d31
pp-multinomial-dglm,numbers4,dynamic_multinomial,next-81,1,9,0.04284522417746969,0.04464508082215028,0.00960220798762134,0.14875489332416847,16,5bebf958d30990ab1cc03d66f94cbd47e4a03f6dea81e0b7fbc545a1181d5ba4,7099352640841453cdad92f1040edfbf86dfcf9c850fe3c83467bd3e84468d31
pp-multinomial-dglm,numbers4,dynamic_multinomial,next-81,2,0,0.021104643678453543,0.07546423605001462,5.0369608956621983e-05,0.1932128117882077,16,5bebf958d30990ab1cc03d66f94cbd47e4a03f6dea81e0b7fbc545a1181d5ba4,7099352640841453cdad92f1040edfbf86dfcf9c850fe3c83467bd3e84468d31
