2026/08/01 18:17:41.441, 0, 2, 0, 39, 27.08
2026/08/01 18:17:41.581, 0, 2, 0, 39, 27.37
2026/08/01 18:17:41.705, 0, 2, 0, 39, 27.37
2026/08/01 18:17:41.841, 0, 2, 0, 39, 27.37
2026/08/01 18:17:41.969, 0, 2, 0, 39, 27.37
2026/08/01 18:17:42.098, 0, 2, 0, 39, 27.37
2026/08/01 18:17:42.228, 0, 2, 0, 39, 27.37
2026/08/01 18:17:42.357, 0, 2, 0, 39, 27.37
2026/08/01 18:17:42.485, 0, 2, 0, 39, 27.37
2026/08/01 18:17:42.610, 0, 2, 0, 39, 27.96
2026/08/01 18:17:42.748, 0, 2, 0, 39, 27.96
2026/08/01 18:17:42.885, 0, 2, 0, 39, 27.96
2026/08/01 18:17:43.018, 0, 2, 0, 39, 27.96
2026/08/01 18:17:43.147, 0, 2, 0, 39, 27.96
2026/08/01 18:17:43.285, 0, 2, 0, 39, 27.96
2026/08/01 18:17:43.421, 0, 2, 0, 39, 27.96
2026/08/01 18:17:43.557, 0, 2, 0, 39, 27.96
2026/08/01 18:17:43.698, 0, 2, 0, 39, 28.38
2026/08/01 18:17:43.836, 0, 2, 0, 39, 28.38
2026/08/01 18:17:43.998, 0, 2, 0, 39, 28.38
2026/08/01 18:17:44.150, 0, 232, 0, 39, 28.81
2026/08/01 18:17:44.270, 0, 540, 0, 39, 28.81
2026/08/01 18:17:44.392, 0, 856, 0, 39, 28.81
2026/08/01 18:17:44.515, 0, 2850, 0, 39, 28.81
2026/08/01 18:17:44.636, 0, 2850, 13, 42, 39.65
2026/08/01 18:17:44.754, 0, 2850, 13, 42, 39.65
2026/08/01 18:17:44.871, 0, 2850, 13, 42, 39.65
2026/08/01 18:17:44.988, 0, 2850, 13, 42, 39.65
2026/08/01 18:17:45.105, 0, 2850, 0, 40, 62.58
2026/08/01 18:17:45.221, 0, 2850, 0, 40, 62.58
2026/08/01 18:17:45.337, 0, 2850, 0, 40, 62.58
2026/08/01 18:17:45.462, 0, 2847, 0, 40, 62.58
