model_id,game,target_mode,draw_id,position,candidate,probability_mean,probability_sd,hdi_low,hdi_high,posterior_draw_count,protocol_hash,execution_fingerprint
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,1,0.16105834328237778,0.0374434609467198,0.09964630689342044,0.23086322443406077,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,2,0.11711057544491146,0.02540339416834195,0.06005607802979209,0.14780653742621092,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,3,0.07135175939778254,0.021720584700842115,0.03456745837613486,0.10429780326598866,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,4,0.12253674941802807,0.03682801715021225,0.07625298611164144,0.18420275195613833,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,5,0.06178385133736859,0.01995910149023818,0.02705736932306739,0.09290170563757175,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,6,0.07974098180765665,0.0257219390692615,0.04091620346648517,0.12418346069329528,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,7,0.07962341688921806,0.0308283515826748,0.0348303532768923,0.1341036889196866,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,8,0.01482037858814195,0.004802834640130958,0.005969062977393796,0.022152991529647174,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,9,0.025128773052391338,0.016629238999478088,0.007678355848238485,0.05215592954195176,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,10,0.022206810845243743,0.017324167080232458,0.006100276956068081,0.06433605638488044,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,11,0.014989351485520958,0.008230539957521097,0.0027476852361998667,0.028102097900580502,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,12,0.023447153931450113,0.015394977647786207,0.006401309913330206,0.0544901375724716,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,13,0.01710035563815543,0.013435903569541073,0.0016035139813151758,0.047565292604546054,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,14,0.016756124222074006,0.01358037011112915,0.0029420786405022045,0.046016360578359186,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,15,0.014902954001595357,0.00819024017721005,0.004085328253716398,0.029119272761832557,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,16,0.010920545671067568,0.009991327685439663,0.0003135204380865579,0.028795926504105587,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,17,0.00805382934962198,0.011524194098250678,6.413647163894128e-05,0.03514675201490849,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,18,0.011893274910346299,0.009084927008750517,0.0013747912197318076,0.028620752015064484,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,19,0.00958843898530059,0.005792432674559551,0.0017173973471861675,0.019607804922838253,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,20,0.00772622623145548,0.0055183096020776186,0.0011130405318318178,0.018006683275023246,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,21,0.0038262250933869717,0.004514971080397146,2.155737243472846e-05,0.014035342654662171,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,22,0.007801949188072989,0.014806625399927614,0.00022280298927753326,0.04414936117009597,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,23,0.010400501090165647,0.011886736062590655,3.117712299764024e-05,0.035106150719255345,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,24,0.006449090289697212,0.006976232643458674,0.00012172568627872476,0.017725654450388817,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,25,0.008825543385851406,0.017304797218279967,0.0005253796041212377,0.05242546169993678,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
pp-bocpd-dirichlet-categorical,loto7,online_changepoint,next-81,1,26,0.008447440660270929,0.010500092995360397,5.089435022864721e-05,0.03262989113181798,16,f02aa7874ea0da02b5c5363c608e00750b808892f305b3eda1566442657cd136,be5356600901632c75ac6fdcca7b054e59a118fdfa89265c86c1602fe75b9f00
