2026/08/01 19:47:59.869, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:00.010, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:00.146, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:00.288, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:00.423, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:00.560, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:00.700, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:00.842, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:00.984, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:01.129, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:01.263, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:01.409, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:01.544, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:01.683, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:01.819, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:01.960, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:02.098, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:02.234, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:02.372, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:02.510, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:02.654, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:02.788, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:02.929, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:03.071, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:03.212, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:03.351, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:03.489, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:03.644, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:03.773, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:03.908, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:04.045, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:04.205, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:04.351, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:04.492, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:04.633, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:04.775, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:04.910, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:05.047, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:05.186, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:05.326, 0, NVIDIA GeForce RTX 5070 Ti, 14394, 16303, 0
2026/08/01 19:48:05.468, 0, NVIDIA GeForce RTX 5070 Ti, 14409, 16303, 0
