status,trial_id,model_id,family,game,target_mode,backend,protocol_hash,elapsed_seconds,error,hit_at_1,mae,mse,exact,set_overlap,jaccard,brier,log_loss
BLOCKED,pp-bayesian-tcn__loto6__pyro__pyro-svi-autonormal__s1,pp-bayesian-tcn,deep_probabilistic,loto6,select_position_categorical,pyro,,,,,,,,,,,
BLOCKED,pp-bayesian-temperature-calibration__loto6__pymc__pymc-nuts__s1,pp-bayesian-temperature-calibration,calibration,loto6,calibration,pymc,,,,,,,,,,,
BLOCKED,pp-bayesian-transformer__loto6__pyro__pyro-svi-autonormal__s1,pp-bayesian-transformer,deep_probabilistic,loto6,select_position_categorical,pyro,,,,,,,,,,,
BLOCKED,pp-beta-binomial-candidate__loto6__pymc__pymc-nuts__s1,pp-beta-binomial-candidate,conjugate,loto6,select_candidate_inclusion,pymc,,,,,,,,,,,
BLOCKED,pp-beta-binomial-overdispersed__loto6__pymc__pymc-nuts__s1,pp-beta-binomial-overdispersed,count,loto6,select_candidate_inclusion,pymc,,,,,,,,,,,
BLOCKED,pp-beta-binomial-position__loto6__pymc__pymc-nuts__s1,pp-beta-binomial-position,conjugate,loto6,select_position_inclusion,pymc,,,,,,,,,,,
PASS,pp-bocpd-dirichlet-categorical__loto6__builtin__analytic__s1,pp-bocpd-dirichlet-categorical,changepoint,loto6,online_changepoint,builtin,5b3e43b3e8946b07d0317d0e09535189c40d6a4a6e509ced5f4e07450784278d,0.11020863800513325,,0.0,6.666666666666667,68.66666666666667,0.0,1.0,0.09090909090909091,0.9769126758034682,3.408237068529472
PASS,pp-conditional-bernoulli-fixed-k__loto6__builtin__analytic__s1,pp-conditional-bernoulli-fixed-k,fixed_subset,loto6,fixed_cardinality_subset,builtin,425cfbae5e726199a5c5c52fbd2b2c8e4d9e2ea0af60b43d0c247e4089aca316,0.4199995000017225,,0.3333333333333333,4.166666666666667,26.166666666666668,0.0,2.0,0.2,0.12328596218318097,3.890370225664887
BLOCKED,pp-deep-markov-model__loto6__pyro__pyro-svi-autonormal__s1,pp-deep-markov-model,deep_probabilistic,loto6,select_position_categorical,pyro,,,,,,,,,,,
BLOCKED,pp-dirichlet-multinomial__loto6__pymc__pymc-nuts__s1,pp-dirichlet-multinomial,conjugate,loto6,window_count,pymc,,,,,,,,,,,
BLOCKED,pp-dirichlet-process-categorical__loto6__pymc__pymc-smc__s1,pp-dirichlet-process-categorical,nonparametric,loto6,select_position_categorical,pymc,,,,,,,,,,,
PASS,pp-discounted-dirichlet-categorical__loto6__builtin__analytic__s1,pp-discounted-dirichlet-categorical,conjugate,loto6,select_position_categorical,builtin,07d838a2764cb01cb5993908421390227f83fc6f284099e1dab8f99443363349,0.07310928300285013,,0.16666666666666666,7.0,68.33333333333333,0.0,1.0,0.09090909090909091,0.9577058319905092,3.3389349707574065
BLOCKED,pp-dp-changepoint__loto6__numpyro__numpyro-nuts__s1,pp-dp-changepoint,nonparametric,loto6,select_position_categorical,numpyro,,,,,,,,,,,
BLOCKED,pp-dynamic-dirichlet-discount__loto6__pymc__pymc-nuts__s1,pp-dynamic-dirichlet-discount,dynamic_conjugate,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-dynamic-horseshoe-categorical__loto6__pymc__pymc-advi-fullrank__s1,pp-dynamic-horseshoe-categorical,state_space,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-dynamic-model-averaging__loto6__pymc__pymc-nuts__s1,pp-dynamic-model-averaging,ensemble,loto6,ensemble,pymc,,,,,,,,,,,
BLOCKED,pp-dynamic-regression-categorical__loto6__pymc__pymc-nuts__s1,pp-dynamic-regression-categorical,state_space,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-empirical-bayes-dirichlet__loto6__pymc__pymc-nuts__s1,pp-empirical-bayes-dirichlet,empirical_bayes,loto6,select_position_categorical,pymc,,,,,,,,,,,
PASS,pp-expanding-dirichlet-categorical__loto6__builtin__analytic__s1,pp-expanding-dirichlet-categorical,conjugate,loto6,select_position_categorical,builtin,07d838a2764cb01cb5993908421390227f83fc6f284099e1dab8f99443363349,0.07575660399743356,,0.16666666666666666,7.166666666666667,77.16666666666667,0.0,1.0,0.09090909090909091,0.9721827896344378,3.492269610186583
BLOCKED,pp-finite-mixture-categorical__loto6__pymc__pymc-smc__s1,pp-finite-mixture-categorical,mixture,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-gaussian-copula-categorical__no-compatible-game,pp-gaussian-copula-categorical,copula,,,builtin,,,,,,,,,,,
BLOCKED,pp-gaussian-process-time-varying-logit__loto6__pymc__pymc-smc__s1,pp-gaussian-process-time-varying-logit,gaussian_process,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-gp-categorical__loto6__pymc__pymc-advi-fullrank__s1,pp-gp-categorical,gaussian_process,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-hierarchical-dirichlet-digits__no-compatible-game,pp-hierarchical-dirichlet-digits,hierarchical,,,builtin,,,,,,,,,,,
BLOCKED,pp-hierarchical-dirichlet-games__loto6__pymc__pymc-nuts__s1,pp-hierarchical-dirichlet-games,hierarchical,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-hierarchical-dirichlet-process__loto6__numpyro__numpyro-nuts__s1,pp-hierarchical-dirichlet-process,nonparametric,loto6,select_position_categorical,numpyro,,,,,,,,,,,
BLOCKED,pp-hmm-categorical__loto6__pymc__pymc-smc__s1,pp-hmm-categorical,regime_switching,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-hsmm-categorical__loto6__numpyro__numpyro-svi-lowrank__s1,pp-hsmm-categorical,regime_switching,loto6,select_position_categorical,numpyro,,,,,,,,,,,
BLOCKED,pp-hurdle-count__loto6__pymc__pymc-advi-fullrank__s1,pp-hurdle-count,count,loto6,window_count,pymc,,,,,,,,,,,
BLOCKED,pp-latent-class-categorical__loto6__pymc__pymc-smc__s1,pp-latent-class-categorical,mixture,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-local-level-categorical__loto6__pymc__pymc-nuts__s1,pp-local-level-categorical,state_space,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-local-linear-trend-categorical__loto6__pymc__pymc-nuts__s1,pp-local-linear-trend-categorical,state_space,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-logistic-normal-random-walk__loto6__pymc__pymc-nuts__s1,pp-logistic-normal-random-walk,state_space,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-mixture-of-experts-categorical__loto6__pymc__pymc-advi-fullrank__s1,pp-mixture-of-experts-categorical,mixture,loto6,select_position_categorical,pymc,,,,,,,,,,,
PASS,pp-multinomial-dglm__loto6__builtin__analytic__s1,pp-multinomial-dglm,state_space,loto6,dynamic_multinomial,builtin,4600b609d4af163d0532161e55a39da5f4541f545ecbb1c2f386c4f2efc28e68,1.062450739002088,,0.3333333333333333,3.5,19.833333333333332,0.0,2.0,0.2,0.987398376967616,3.557186134563395
BLOCKED,pp-multinomial-logistic-normal-count__loto6__pymc__pymc-nuts__s1,pp-multinomial-logistic-normal-count,count,loto6,window_count,pymc,,,,,,,,,,,
BLOCKED,pp-multinomial-logit-horseshoe__loto6__pymc__pymc-nuts__s1,pp-multinomial-logit-horseshoe,bayesian_regression,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-multinomial-logit-laplace__loto6__pymc__pymc-nuts__s1,pp-multinomial-logit-laplace,bayesian_regression,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-multinomial-logit-normal__loto6__pymc__pymc-nuts__s1,pp-multinomial-logit-normal,bayesian_regression,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-multinomial-logit-regularized-horseshoe__loto6__pymc__pymc-nuts__s1,pp-multinomial-logit-regularized-horseshoe,bayesian_regression,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-multinomial-probit__loto6__pymc__pymc-advi-fullrank__s1,pp-multinomial-probit,bayesian_regression,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-multiple-changepoint-categorical__loto6__pymc__pymc-smc__s1,pp-multiple-changepoint-categorical,changepoint,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-negative-binomial-candidate-count__loto6__pymc__pymc-nuts__s1,pp-negative-binomial-candidate-count,count,loto6,window_count,pymc,,,,,,,,,,,
BLOCKED,pp-neural-hmm__loto6__pyro__pyro-svi-autonormal__s1,pp-neural-hmm,deep_probabilistic,loto6,select_position_categorical,pyro,,,,,,,,,,,
BLOCKED,pp-ordinal-adjacent-category__loto6__pymc__pymc-nuts__s1,pp-ordinal-adjacent-category,ordinal,loto6,select_position_ordinal,pymc,,,,,,,,,,,
BLOCKED,pp-ordinal-continuation-ratio__loto6__pymc__pymc-nuts__s1,pp-ordinal-continuation-ratio,ordinal,loto6,select_position_ordinal,pymc,,,,,,,,,,,
BLOCKED,pp-ordinal-cumulative-logit__loto6__pymc__pymc-nuts__s1,pp-ordinal-cumulative-logit,ordinal,loto6,select_position_ordinal,pymc,,,,,,,,,,,
BLOCKED,pp-poisson-candidate-count__loto6__pymc__pymc-nuts__s1,pp-poisson-candidate-count,count,loto6,window_count,pymc,,,,,,,,,,,
BLOCKED,pp-poisson-lognormal-count__loto6__pymc__pymc-advi-fullrank__s1,pp-poisson-lognormal-count,count,loto6,window_count,pymc,,,,,,,,,,,
PASS,pp-posterior-constrained-decoder__loto6__builtin__analytic__s1,pp-posterior-constrained-decoder,decision,loto6,decision,builtin,5e59f6d0a57a1e5a78a70a0b1fac63d7293e45513d25923ab1ef2711f11084b0,0.12679297399881762,,0.16666666666666666,7.166666666666667,77.16666666666667,0.0,1.0,0.09090909090909091,0.9721827896344378,3.492269610186583
PASS,pp-posterior-utility-hit1-mse__loto6__builtin__analytic__s1,pp-posterior-utility-hit1-mse,decision,loto6,decision,builtin,5e59f6d0a57a1e5a78a70a0b1fac63d7293e45513d25923ab1ef2711f11084b0,0.012393556004099082,,0.16666666666666666,7.166666666666667,77.16666666666667,0.0,1.0,0.09090909090909091,0.9721827896344378,3.492269610186583
PASS,pp-posterior-utility-hit1__loto6__builtin__analytic__s1,pp-posterior-utility-hit1,decision,loto6,decision,builtin,5e59f6d0a57a1e5a78a70a0b1fac63d7293e45513d25923ab1ef2711f11084b0,0.07074485599878244,,0.16666666666666666,7.166666666666667,77.16666666666667,0.0,1.0,0.09090909090909091,0.9721827896344378,3.492269610186583
BLOCKED,pp-psis-loo-stacking__loto6__arviz__analytic__s1,pp-psis-loo-stacking,ensemble,loto6,ensemble,arviz,,,,,,,,,,,
PASS,pp-rolling-dirichlet-categorical__loto6__builtin__analytic__s1,pp-rolling-dirichlet-categorical,conjugate,loto6,select_position_categorical,builtin,07d838a2764cb01cb5993908421390227f83fc6f284099e1dab8f99443363349,0.0749990530021023,,0.3333333333333333,4.166666666666667,28.5,0.0,1.0,0.09090909090909091,0.9445901332769614,3.1545571839255353
BLOCKED,pp-seasonal-harmonic-categorical__loto6__pymc__pymc-advi-fullrank__s1,pp-seasonal-harmonic-categorical,state_space,loto6,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-single-changepoint-categorical__loto6__pymc__pymc-smc__s1,pp-single-changepoint-categorical,changepoint,loto6,select_position_categorical,pymc,,,,,,,,,,,
PASS,pp-static-dirichlet-categorical__loto6__builtin__analytic__s1,pp-static-dirichlet-categorical,conjugate,loto6,select_position_categorical,builtin,07d838a2764cb01cb5993908421390227f83fc6f284099e1dab8f99443363349,0.07390723100252217,,0.16666666666666666,7.166666666666667,77.16666666666667,0.0,1.0,0.09090909090909091,0.9721827896344378,3.492269610186583
BLOCKED,pp-sticky-hdp-hmm__loto6__numpyro__numpyro-svi-lowrank__s1,pp-sticky-hdp-hmm,nonparametric,loto6,select_position_categorical,numpyro,,,,,,,,,,,
BLOCKED,pp-switching-dynamic-regression__loto6__numpyro__numpyro-svi-lowrank__s1,pp-switching-dynamic-regression,regime_switching,loto6,select_position_categorical,numpyro,,,,,,,,,,,
BLOCKED,pp-switching-logistic-normal__loto6__numpyro__numpyro-svi-lowrank__s1,pp-switching-logistic-normal,regime_switching,loto6,select_position_categorical,numpyro,,,,,,,,,,,
PASS,pp-uniform-dirichlet__loto6__builtin__analytic__s1,pp-uniform-dirichlet,conjugate,loto6,select_position_categorical,builtin,07d838a2764cb01cb5993908421390227f83fc6f284099e1dab8f99443363349,0.07719927000289317,,0.0,4.333333333333333,21.0,0.0,1.0,0.09090909090909091,0.981512502734336,3.8590036488008663
BLOCKED,pp-variational-rnn__loto6__pyro__pyro-svi-autonormal__s1,pp-variational-rnn,deep_probabilistic,loto6,select_position_categorical,pyro,,,,,,,,,,,
BLOCKED,pp-zero-inflated-negative-binomial-count__loto6__pymc__pymc-advi-fullrank__s1,pp-zero-inflated-negative-binomial-count,count,loto6,window_count,pymc,,,,,,,,,,,
BLOCKED,pp-zero-inflated-poisson-count__loto6__pymc__pymc-advi-fullrank__s1,pp-zero-inflated-poisson-count,count,loto6,window_count,pymc,,,,,,,,,,,
