status,trial_id,model_id,family,game,target_mode,backend,protocol_hash,elapsed_seconds,error,hit_at_1,mae,mse,exact,set_overlap,jaccard,brier,log_loss
BLOCKED,pp-dynamic-horseshoe-categorical__bingo5__pymc__pymc-advi-fullrank__s1,pp-dynamic-horseshoe-categorical,state_space,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-dynamic-model-averaging__bingo5__pymc__pymc-nuts__s1,pp-dynamic-model-averaging,ensemble,bingo5,ensemble,pymc,,,,,,,,,,,
BLOCKED,pp-dynamic-regression-categorical__bingo5__pymc__pymc-nuts__s1,pp-dynamic-regression-categorical,state_space,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-empirical-bayes-dirichlet__bingo5__pymc__pymc-nuts__s1,pp-empirical-bayes-dirichlet,empirical_bayes,bingo5,select_position_categorical,pymc,,,,,,,,,,,
PASS,pp-expanding-dirichlet-categorical__bingo5__builtin__analytic__s1,pp-expanding-dirichlet-categorical,conjugate,bingo5,select_position_categorical,builtin,cce19200aefba6704d36f9ec2050c43da998af8bcfabcde90f688aaa42e37ee1,0.1064394160057418,,0.25,4.25,22.5,0.0,3.0,0.23076923076923078,0.9271696576825179,2.872595360235637
BLOCKED,pp-finite-mixture-categorical__bingo5__pymc__pymc-smc__s1,pp-finite-mixture-categorical,mixture,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-gaussian-copula-categorical__no-compatible-game,pp-gaussian-copula-categorical,copula,,,builtin,,,,,,,,,,,
BLOCKED,pp-gaussian-process-time-varying-logit__bingo5__pymc__pymc-smc__s1,pp-gaussian-process-time-varying-logit,gaussian_process,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-gp-categorical__bingo5__pymc__pymc-advi-fullrank__s1,pp-gp-categorical,gaussian_process,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-hierarchical-dirichlet-digits__no-compatible-game,pp-hierarchical-dirichlet-digits,hierarchical,,,builtin,,,,,,,,,,,
BLOCKED,pp-hierarchical-dirichlet-games__bingo5__pymc__pymc-nuts__s1,pp-hierarchical-dirichlet-games,hierarchical,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-hierarchical-dirichlet-process__bingo5__numpyro__numpyro-nuts__s1,pp-hierarchical-dirichlet-process,nonparametric,bingo5,select_position_categorical,numpyro,,,,,,,,,,,
BLOCKED,pp-hmm-categorical__bingo5__pymc__pymc-smc__s1,pp-hmm-categorical,regime_switching,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-hsmm-categorical__bingo5__numpyro__numpyro-svi-lowrank__s1,pp-hsmm-categorical,regime_switching,bingo5,select_position_categorical,numpyro,,,,,,,,,,,
BLOCKED,pp-hurdle-count__bingo5__pymc__pymc-advi-fullrank__s1,pp-hurdle-count,count,bingo5,window_count,pymc,,,,,,,,,,,
BLOCKED,pp-latent-class-categorical__bingo5__pymc__pymc-smc__s1,pp-latent-class-categorical,mixture,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-local-level-categorical__bingo5__pymc__pymc-nuts__s1,pp-local-level-categorical,state_space,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-local-linear-trend-categorical__bingo5__pymc__pymc-nuts__s1,pp-local-linear-trend-categorical,state_space,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-logistic-normal-random-walk__bingo5__pymc__pymc-nuts__s1,pp-logistic-normal-random-walk,state_space,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-mixture-of-experts-categorical__bingo5__pymc__pymc-advi-fullrank__s1,pp-mixture-of-experts-categorical,mixture,bingo5,select_position_categorical,pymc,,,,,,,,,,,
PASS,pp-multinomial-dglm__bingo5__builtin__analytic__s1,pp-multinomial-dglm,state_space,bingo5,dynamic_multinomial,builtin,007ebfaa75a29adc1f6ecb24d79e527a7bb1670a6edc6193b2e0caad3a901a9b,0.6794435510018957,,0.125,5.625,39.875,0.0,3.0,0.23076923076923078,0.9936931664071753,3.697309441427131
BLOCKED,pp-multinomial-logistic-normal-count__bingo5__pymc__pymc-nuts__s1,pp-multinomial-logistic-normal-count,count,bingo5,window_count,pymc,,,,,,,,,,,
BLOCKED,pp-multinomial-logit-horseshoe__bingo5__pymc__pymc-nuts__s1,pp-multinomial-logit-horseshoe,bayesian_regression,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-multinomial-logit-laplace__bingo5__pymc__pymc-nuts__s1,pp-multinomial-logit-laplace,bayesian_regression,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-multinomial-logit-normal__bingo5__pymc__pymc-nuts__s1,pp-multinomial-logit-normal,bayesian_regression,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-multinomial-logit-regularized-horseshoe__bingo5__pymc__pymc-nuts__s1,pp-multinomial-logit-regularized-horseshoe,bayesian_regression,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-multinomial-probit__bingo5__pymc__pymc-advi-fullrank__s1,pp-multinomial-probit,bayesian_regression,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-multiple-changepoint-categorical__bingo5__pymc__pymc-smc__s1,pp-multiple-changepoint-categorical,changepoint,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-negative-binomial-candidate-count__bingo5__pymc__pymc-nuts__s1,pp-negative-binomial-candidate-count,count,bingo5,window_count,pymc,,,,,,,,,,,
BLOCKED,pp-neural-hmm__bingo5__pyro__pyro-svi-autonormal__s1,pp-neural-hmm,deep_probabilistic,bingo5,select_position_categorical,pyro,,,,,,,,,,,
BLOCKED,pp-ordinal-adjacent-category__bingo5__pymc__pymc-nuts__s1,pp-ordinal-adjacent-category,ordinal,bingo5,select_position_ordinal,pymc,,,,,,,,,,,
BLOCKED,pp-ordinal-continuation-ratio__bingo5__pymc__pymc-nuts__s1,pp-ordinal-continuation-ratio,ordinal,bingo5,select_position_ordinal,pymc,,,,,,,,,,,
BLOCKED,pp-ordinal-cumulative-logit__bingo5__pymc__pymc-nuts__s1,pp-ordinal-cumulative-logit,ordinal,bingo5,select_position_ordinal,pymc,,,,,,,,,,,
BLOCKED,pp-poisson-candidate-count__bingo5__pymc__pymc-nuts__s1,pp-poisson-candidate-count,count,bingo5,window_count,pymc,,,,,,,,,,,
BLOCKED,pp-poisson-lognormal-count__bingo5__pymc__pymc-advi-fullrank__s1,pp-poisson-lognormal-count,count,bingo5,window_count,pymc,,,,,,,,,,,
PASS,pp-posterior-constrained-decoder__bingo5__builtin__analytic__s1,pp-posterior-constrained-decoder,decision,bingo5,decision,builtin,6e440ffbbeb166319065a876f666a4c0a480477a0666cdbfb247ac1fb757966d,0.2801019550024648,,0.25,4.25,22.5,0.0,3.0,0.23076923076923078,0.9271696576825179,2.872595360235637
PASS,pp-posterior-utility-hit1-mse__bingo5__builtin__analytic__s1,pp-posterior-utility-hit1-mse,decision,bingo5,decision,builtin,6e440ffbbeb166319065a876f666a4c0a480477a0666cdbfb247ac1fb757966d,0.030390129002626054,,0.25,4.25,22.5,0.0,3.0,0.23076923076923078,0.9271696576825179,2.872595360235637
PASS,pp-posterior-utility-hit1__bingo5__builtin__analytic__s1,pp-posterior-utility-hit1,decision,bingo5,decision,builtin,6e440ffbbeb166319065a876f666a4c0a480477a0666cdbfb247ac1fb757966d,0.12108661099773599,,0.25,4.25,22.5,0.0,3.0,0.23076923076923078,0.9271696576825179,2.872595360235637
BLOCKED,pp-psis-loo-stacking__bingo5__arviz__analytic__s1,pp-psis-loo-stacking,ensemble,bingo5,ensemble,arviz,,,,,,,,,,,
PASS,pp-rolling-dirichlet-categorical__bingo5__builtin__analytic__s1,pp-rolling-dirichlet-categorical,conjugate,bingo5,select_position_categorical,builtin,cce19200aefba6704d36f9ec2050c43da998af8bcfabcde90f688aaa42e37ee1,0.11492133199499222,,0.125,4.875,32.875,0.0,2.0,0.14285714285714285,0.9762143733927258,3.583459749963431
BLOCKED,pp-seasonal-harmonic-categorical__bingo5__pymc__pymc-advi-fullrank__s1,pp-seasonal-harmonic-categorical,state_space,bingo5,select_position_categorical,pymc,,,,,,,,,,,
BLOCKED,pp-single-changepoint-categorical__bingo5__pymc__pymc-smc__s1,pp-single-changepoint-categorical,changepoint,bingo5,select_position_categorical,pymc,,,,,,,,,,,
PASS,pp-static-dirichlet-categorical__bingo5__builtin__analytic__s1,pp-static-dirichlet-categorical,conjugate,bingo5,select_position_categorical,builtin,cce19200aefba6704d36f9ec2050c43da998af8bcfabcde90f688aaa42e37ee1,0.1023497589994804,,0.25,4.25,22.5,0.0,3.0,0.23076923076923078,0.9271696576825179,2.872595360235637
BLOCKED,pp-sticky-hdp-hmm__bingo5__numpyro__numpyro-svi-lowrank__s1,pp-sticky-hdp-hmm,nonparametric,bingo5,select_position_categorical,numpyro,,,,,,,,,,,
BLOCKED,pp-switching-dynamic-regression__bingo5__numpyro__numpyro-svi-lowrank__s1,pp-switching-dynamic-regression,regime_switching,bingo5,select_position_categorical,numpyro,,,,,,,,,,,
BLOCKED,pp-switching-logistic-normal__bingo5__numpyro__numpyro-svi-lowrank__s1,pp-switching-logistic-normal,regime_switching,bingo5,select_position_categorical,numpyro,,,,,,,,,,,
PASS,pp-uniform-dirichlet__bingo5__builtin__analytic__s1,pp-uniform-dirichlet,conjugate,bingo5,select_position_categorical,builtin,cce19200aefba6704d36f9ec2050c43da998af8bcfabcde90f688aaa42e37ee1,0.10919974100397667,,0.125,5.75,45.75,0.0,1.0,0.06666666666666667,0.9790946296758114,3.7739446710510194
BLOCKED,pp-variational-rnn__bingo5__pyro__pyro-svi-autonormal__s1,pp-variational-rnn,deep_probabilistic,bingo5,select_position_categorical,pyro,,,,,,,,,,,
BLOCKED,pp-zero-inflated-negative-binomial-count__bingo5__pymc__pymc-advi-fullrank__s1,pp-zero-inflated-negative-binomial-count,count,bingo5,window_count,pymc,,,,,,,,,,,
BLOCKED,pp-zero-inflated-poisson-count__bingo5__pymc__pymc-advi-fullrank__s1,pp-zero-inflated-poisson-count,count,bingo5,window_count,pymc,,,,,,,,,,,
