model_id,game,target_mode,draw_id,position,candidate,probability_mean,probability_sd,hdi_low,hdi_high,posterior_draw_count,protocol_hash,execution_fingerprint
pp-discounted-dirichlet-categorical,loto7,select_position_categorical,next-81,1,1,0.09325697024326574,0.025499211717804622,0.04967098545938356,0.14465201532749336,16,903bd35c671e06b6992e7c787220c6e36b2e17df3c066f3c10e32c21b10ee12e,0b7a65d3d5276638d07b90db48d8eea87c7019dbeb059c7707bc5d2770c45a05
pp-discounted-dirichlet-categorical,loto7,select_position_categorical,next-81,1,2,0.07022104910189639,0.02318521842720856,0.032553954339606506,0.10554272404458725,16,903bd35c671e06b6992e7c787220c6e36b2e17df3c066f3c10e32c21b10ee12e,0b7a65d3d5276638d07b90db48d8eea87c7019dbeb059c7707bc5d2770c45a05
pp-discounted-dirichlet-categorical,loto7,select_position_categorical,next-81,1,3,0.038149852099706436,0.02542739880357395,0.008727228364483497,0.09311936076040879,16,903bd35c671e06b6992e7c787220c6e36b2e17df3c066f3c10e32c21b10ee12e,0b7a65d3d5276638d07b90db48d8eea87c7019dbeb059c7707bc5d2770c45a05
pp-discounted-dirichlet-categorical,loto7,select_position_categorical,next-81,1,4,0.078235133900082,0.03823596420974928,0.038400903319331145,0.15295540778097003,16,903bd35c671e06b6992e7c787220c6e36b2e17df3c066f3c10e32c21b10ee12e,0b7a65d3d5276638d07b90db48d8eea87c7019dbeb059c7707bc5d2770c45a05
pp-discounted-dirichlet-categorical,loto7,select_position_categorical,next-81,1,5,0.05269166745076939,0.025548335596881567,0.01025232396148787,0.0968520766966846,16,903bd35c671e06b6992e7c787220c6e36b2e17df3c066f3c10e32c21b10ee12e,0b7a65d3d5276638d07b90db48d8eea87c7019dbeb059c7707bc5d2770c45a05
pp-discounted-dirichlet-categorical,loto7,select_position_categorical,next-81,1,6,0.05050718146704791,0.029799191954178354,0.018070803376372346,0.11692337622755188,16,903bd35c671e06b6992e7c787220c6e36b2e17df3c066f3c10e32c21b10ee12e,0b7a65d3d5276638d07b90db48d8eea87c7019dbeb059c7707bc5d2770c45a05
pp-discounted-dirichlet-categorical,loto7,select_position_categorical,next-81,1,7,0.0424409868634397,0.02707892975181644,0.012629729706552819,0.09299050061774362,16,903bd35c671e06b6992e7c787220c6e36b2e17df3c066f3c10e32c21b10ee12e,0b7a65d3d5276638d07b90db48d8eea87c7019dbeb059c7707bc5d2770c45a05
pp-discounted-dirichlet-categorical,loto7,select_position_categorical,next-81,1,8,0.02836449191042313,0.01965501340934645,0.00872070685167323,0.07228056733914705,16,903bd35c671e06b6992e7c787220c6e36b2e17df3c066f3c10e32c21b10ee12e,0b7a65d3d5276638d07b90db48d8eea87c7019dbeb059c7707bc5d2770c45a05
pp-discounted-dirichlet-categorical,loto7,select_position_categorical,next-81,1,9,0.020305215829034676,0.010543264260993914,0.00529284141689481,0.03892183815238008,16,903bd35c671e06b6992e7c787220c6e36b2e17df3c066f3c10e32c21b10ee12e,0b7a65d3d5276638d07b90db48d8eea87c7019dbeb059c7707bc5d2770c45a05
pp-discounted-dirichlet-categorical,loto7,select_position_categorical,next-81,1,10,0.022675990943922548,0.014349988907866866,0.005699819419821197,0.046740155888879815,16,903bd35c671e06b6992e7c787220c6e36b2e17df3c066f3c10e32c21b10ee12e,0b7a65d3d5276638d07b90db48d8eea87c7019dbeb059c7707bc5d2770c45a05
