model_id,game,target_mode,draw_id,position,candidate,probability_mean,probability_sd,hdi_low,hdi_high,posterior_draw_count,protocol_hash,execution_fingerprint
pp-discounted-dirichlet-categorical,mini,select_position_categorical,next-81,1,1,0.10216366581435118,0.02839190526923833,0.054878480242932466,0.1384929949863848,16,776165a9950cbf6b50655affa5ff01a83208021c33515224e21f760ccc1743c4,c2896507173e6ba33f000fe84ee2e244699bf89e30a9e7a82f432b939e37adc2
pp-discounted-dirichlet-categorical,mini,select_position_categorical,next-81,1,2,0.10457727416178224,0.019686263634607706,0.0693222445275954,0.13532916122403074,16,776165a9950cbf6b50655affa5ff01a83208021c33515224e21f760ccc1743c4,c2896507173e6ba33f000fe84ee2e244699bf89e30a9e7a82f432b939e37adc2
pp-discounted-dirichlet-categorical,mini,select_position_categorical,next-81,1,3,0.04670618509610786,0.02552512257805185,0.012506774523450725,0.08913800202663387,16,776165a9950cbf6b50655affa5ff01a83208021c33515224e21f760ccc1743c4,c2896507173e6ba33f000fe84ee2e244699bf89e30a9e7a82f432b939e37adc2
pp-discounted-dirichlet-categorical,mini,select_position_categorical,next-81,1,4,0.09968268791721462,0.03530856884675718,0.05055377709189443,0.16948813846522393,16,776165a9950cbf6b50655affa5ff01a83208021c33515224e21f760ccc1743c4,c2896507173e6ba33f000fe84ee2e244699bf89e30a9e7a82f432b939e37adc2
pp-discounted-dirichlet-categorical,mini,select_position_categorical,next-81,1,5,0.04793480770491875,0.034844523199976836,0.011611219250614346,0.12634372515155193,16,776165a9950cbf6b50655affa5ff01a83208021c33515224e21f760ccc1743c4,c2896507173e6ba33f000fe84ee2e244699bf89e30a9e7a82f432b939e37adc2
pp-discounted-dirichlet-categorical,mini,select_position_categorical,next-81,1,6,0.05621730973355486,0.027832819410747733,0.023831392258593112,0.11132998222754717,16,776165a9950cbf6b50655affa5ff01a83208021c33515224e21f760ccc1743c4,c2896507173e6ba33f000fe84ee2e244699bf89e30a9e7a82f432b939e37adc2
pp-discounted-dirichlet-categorical,mini,select_position_categorical,next-81,1,7,0.04604679975689293,0.022174028468786855,0.013243988118195132,0.0825192378109369,16,776165a9950cbf6b50655affa5ff01a83208021c33515224e21f760ccc1743c4,c2896507173e6ba33f000fe84ee2e244699bf89e30a9e7a82f432b939e37adc2
pp-discounted-dirichlet-categorical,mini,select_position_categorical,next-81,1,8,0.012300816553220155,0.009087481705467066,0.002114996379881057,0.030412841563160188,16,776165a9950cbf6b50655affa5ff01a83208021c33515224e21f760ccc1743c4,c2896507173e6ba33f000fe84ee2e244699bf89e30a9e7a82f432b939e37adc2
pp-discounted-dirichlet-categorical,mini,select_position_categorical,next-81,1,9,0.02857224819724552,0.023177107613033807,0.003959843538136004,0.07709746239377462,16,776165a9950cbf6b50655affa5ff01a83208021c33515224e21f760ccc1743c4,c2896507173e6ba33f000fe84ee2e244699bf89e30a9e7a82f432b939e37adc2
pp-discounted-dirichlet-categorical,mini,select_position_categorical,next-81,1,10,0.051535967375032674,0.03421935187928615,0.006592065402086544,0.10830710117160607,16,776165a9950cbf6b50655affa5ff01a83208021c33515224e21f760ccc1743c4,c2896507173e6ba33f000fe84ee2e244699bf89e30a9e7a82f432b939e37adc2
pp-discounted-dirichlet-categorical,mini,select_position_categorical,next-81,1,11,0.03125564216338902,0.023338585940286677,0.007269065253786206,0.0779133605610262,16,776165a9950cbf6b50655affa5ff01a83208021c33515224e21f760ccc1743c4,c2896507173e6ba33f000fe84ee2e244699bf89e30a9e7a82f432b939e37adc2
